Title,Actor
Urban Legends: Final Cut,Matthew Davis
Urban Legends: Final Cut,Loretta Devine
Tuck Everlasting,Alexis Bledel
Tuck Everlasting,William Hurt
Tuck Everlasting,Sissy Spacek
The Marine,John Cena
The Marine,Kelly Carlson
The Marine,Robert Patrick
Keanu,Jordan Peele
Keanu,Keegan-Michael Key
Keanu,Tiffany Haddish
Country Strong,Gwyneth Paltrow
Country Strong,Garrett Hedlund
Country Strong,Tim McGraw
Disturbing Behavior,James Marsden
Disturbing Behavior,Katie Holmes
Disturbing Behavior,Nick Stahl
The Place Beyond the Pines,Ryan Gosling
The Place Beyond the Pines,Bradley Cooper
The Place Beyond the Pines,Eva Mendes
The November Man,Pierce Brosnan
The November Man,Luke Bracey
The November Man,Olga Kurylenko
Eye of the Beholder,Ewan McGregor
Eye of the Beholder,Ashley Judd
Eye of the Beholder,Patrick Bergin
The Hurt Locker,Jeremy Renner
The Hurt Locker,Anthony Mackie
The Hurt Locker,Brian Geraghty
Firestarter,David Keith
Firestarter,Drew Barrymore
Firestarter,Freddie Jones
Killing Them Softly,Brad Pitt
Killing Them Softly,Scoot McNairy
Killing Them Softly,Ben Mendelsohn
A Most Wanted Man,Philip Seymour Hoffman
A Most Wanted Man,Rachel McAdams
A Most Wanted Man,Robin Wright
Freddy Got Fingered,Tom Green
Freddy Got Fingered,Rip Torn
Freddy Got Fingered,Marisa Coughlan
VeggieTales: The Pirates Who Don't Do Anything,Phil Vischer
VeggieTales: The Pirates Who Don't Do Anything,Mike Nawrocki
VeggieTales: The Pirates Who Don't Do Anything,Cam Clarke
U2 3D,Bono
U2 3D,The Edge
U2 3D,Adam Clayton
Highlander: Endgame,Christopher Lambert
Highlander: Endgame,Bruce Payne
Highlander: Endgame,Adrian Paul
Idlewild,André Benjamin
Idlewild,Paula Patton
Idlewild,Terrence Howard
One Day,Anne Hathaway
One Day,Jim Sturgess
One Day,Patricia Clarkson
Whip It,Ellen Page
Whip It,Alia Shawkat
Whip It,Kristen Wiig
Knockaround Guys,Barry Pepper
Knockaround Guys,Andy Davoli
Knockaround Guys,Seth Green
Confidence,Edward Burns
Confidence,Rachel Weisz
Confidence,Morris Chestnut
The Muse,Albert Brooks
The Muse,Sharon Stone
The Muse,Andie MacDowell
De-Lovely,Kevin Kline
De-Lovely,Ashley Judd
De-Lovely,Jonathan Pryce
New York Stories,Woody Allen
New York Stories,Marvin Chatinover
New York Stories,Mae Questel
The Man with the Iron Fists,Russell Crowe
The Man with the Iron Fists,Lucy Liu
The Man with the Iron Fists,Jamie Chung
Home Fries,Drew Barrymore
Home Fries,Catherine O'Hara
Home Fries,Luke Wilson
Here On Earth,Leelee Sobieski
Here On Earth,Chris Klein
Here On Earth,Josh Hartnett
Brazil,Jonathan Pryce
Brazil,Robert De Niro
Brazil,Katherine Helmond
Raise Your Voice,Hilary Duff
Raise Your Voice,Oliver James
Raise Your Voice,David Keith
The Big Lebowski,Jeff Bridges
The Big Lebowski,John Goodman
The Big Lebowski,Julianne Moore
Black Snake Moan,Samuel L. Jackson
Black Snake Moan,Christina Ricci
Black Snake Moan,Justin Timberlake
Dark Blue,Kurt Russell
Dark Blue,Scott Speedman
Dark Blue,Michael Michele
A Mighty Heart,Angelina Jolie
A Mighty Heart,Dan Futterman
A Mighty Heart,Irrfan Khan
Whatever It Takes,Jodi Lyn O'Keefe
Whatever It Takes,Shane West
Whatever It Takes,Marla Sokoloff
Boat Trip,Cuba Gooding Jr.
Boat Trip,Horatio Sanz
Boat Trip,Roselyn Sánchez
The Importance of Being Earnest,Rupert Everett
The Importance of Being Earnest,Colin Firth
The Importance of Being Earnest,Reese Witherspoon
The Love Letter,Campbell Scott
The Love Letter,Jennifer Jason Leigh
The Love Letter,David Dukes
Hoot,Luke Wilson
Hoot,Logan Lerman
Hoot,Brie Larson
In Bruges,Colin Farrell
In Bruges,Brendan Gleeson
In Bruges,Ralph Fiennes
Peeples,Craig Robinson
Peeples,Kerry Washington
Peeples,David Alan Grier
The Rocker,Rainn Wilson
The Rocker,Josh Gad
The Rocker,Christina Applegate
Post Grad,Alexis Bledel
Post Grad,Zach Gilford
Post Grad,Rodrigo Santoro
Promised Land,Matt Damon
Promised Land,John Krasinski
Promised Land,Frances McDormand
Whatever Works,Larry David
Whatever Works,Evan Rachel Wood
Whatever Works,Adam Brooks
The In Crowd,Susan Ward
The In Crowd,Lori Heuring
The In Crowd,Matthew Settle
The Three Burials of Melquiades Estrada,Tommy Lee Jones
The Three Burials of Melquiades Estrada,Barry Pepper
The Three Burials of Melquiades Estrada,Dwight Yoakam
Jakob the Liar,Robin Williams
Jakob the Liar,Armin Mueller-Stahl
Jakob the Liar,Hannah Taylor-Gordon
Kiss Kiss Bang Bang,Robert Downey Jr.
Kiss Kiss Bang Bang,Val Kilmer
Kiss Kiss Bang Bang,Michelle Monaghan
Idle Hands,Devon Sawa
Idle Hands,Seth Green
Idle Hands,Jessica Alba
Mulholland Drive,Naomi Watts
Mulholland Drive,Laura Harring
Mulholland Drive,Ann Miller
Blood and Chocolate,Agnes Bruckner
Blood and Chocolate,Hugh Dancy
Blood and Chocolate,Katja Riemann
You Will Meet a Tall Dark Stranger,Gemma Jones
You Will Meet a Tall Dark Stranger,Anthony Hopkins
You Will Meet a Tall Dark Stranger,Naomi Watts
Never Let Me Go,Carey Mulligan
Never Let Me Go,Andrew Garfield
Never Let Me Go,Keira Knightley
The Company,Chris O'Donnell
The Company,Alfred Molina
The Company,Michael Keaton
Transsiberian,Woody Harrelson
Transsiberian,Emily Mortimer
Transsiberian,Kate Mara
The Clan of the Cave Bear,Daryl Hannah
The Clan of the Cave Bear,Pamela Reed
The Clan of the Cave Bear,James Remar
Crazy in Alabama,Melanie Griffith
Crazy in Alabama,David Morse
Crazy in Alabama,Lucas Black
Funny Games,Naomi Watts
Funny Games,Tim Roth
Funny Games,Michael Pitt
Listening,Thomas Stroppel
Listening,Artie Ahr
Listening,Amber Marie Bollinger
Felicia's Journey,Bob Hoskins
Felicia's Journey,Elaine Cassidy
Felicia's Journey,Arsinée Khanjian
Metropolis,Brigitte Helm
Metropolis,Alfred Abel
Metropolis,Gustav Fröhlich
District B13,David Belle
District B13,Cyril Raffaelli
District B13,Tony D'Amario
Things to Do in Denver When You're Dead,Andy García
Things to Do in Denver When You're Dead,Christopher Lloyd
Things to Do in Denver When You're Dead,William Forsythe
The Assassin,Shu Qi
The Assassin,Chang Chen
The Assassin,Nikki Hsieh
Buffalo Soldiers,Joaquin Phoenix
Buffalo Soldiers,Ed Harris
Buffalo Soldiers,Scott Glenn
The Return,Vladimir Garin
The Return,Konstantin Lavronenko
The Return,Nataliya Vdovina
Ong Bak 2,Tony Jaa
Ong Bak 2,Sarunyu Wongkrachang
Ong Bak 2,Sorapong Chatree
Centurion,Michael Fassbender
Centurion,Olga Kurylenko
Centurion,David Morrissey
Silent Trigger,Dolph Lundgren
Silent Trigger,Gina Bellman
Silent Trigger,Conrad Dunn
The Midnight Meat Train,Bradley Cooper
The Midnight Meat Train,Vinnie Jones
The Midnight Meat Train,Brooke Shields
Winnie Mandela,Elias Koteas
Winnie Mandela,Terrence Howard
Winnie Mandela,Jennifer Hudson
The Son of No One,Channing Tatum
The Son of No One,Al Pacino
The Son of No One,Juliette Binoche
All The Queen's Men,Matt LeBlanc
All The Queen's Men,Eddie Izzard
All The Queen's Men,James Cosmo
The Good Night,Penélope Cruz
The Good Night,Martin Freeman
The Good Night,Gwyneth Paltrow
Bathory: Countess of Blood,Anna Friel
Bathory: Countess of Blood,Karel Roden
Bathory: Countess of Blood,Hans Matheson
Khumba,Jake T. Austin
Khumba,Liam Neeson
Khumba,Steve Buscemi
Automata,Antonio Banderas
Automata,Birgitte Hjort Sørensen
Automata,Dylan McDermott
Dungeons & Dragons: Wrath of the Dragon God,Bruce Payne
Dungeons & Dragons: Wrath of the Dragon God,Mark Dymond
Dungeons & Dragons: Wrath of the Dragon God,Clemency Burton-Hill
Chiamatemi Francesco - Il Papa della gente,Rodrigo de la Serna
Chiamatemi Francesco - Il Papa della gente,Sergio Hernández
Chiamatemi Francesco - Il Papa della gente,Àlex Brendemühl
Shinjuku Incident,Jackie Chan
Shinjuku Incident,Naoto Takenaka
Shinjuku Incident,Daniel Wu
Pandaemonium,Linus Roache
Pandaemonium,John Hannah
Pandaemonium,Samantha Morton
Groundhog Day,Bill Murray
Groundhog Day,Andie MacDowell
Groundhog Day,Chris Elliott
Magic Mike XXL,Channing Tatum
Magic Mike XXL,Matt Bomer
Magic Mike XXL,Joe Manganiello
Romeo + Juliet,Leonardo DiCaprio
Romeo + Juliet,Claire Danes
Romeo + Juliet,John Leguizamo
Sarah's Key,Kristin Scott Thomas
Sarah's Key,Niels Arestrup
Sarah's Key,Frédéric Pierrot
Freedom,Cuba Gooding Jr.
Freedom,William Sadler
Freedom,Sharon Leal
Unforgiven,Clint Eastwood
Unforgiven,Gene Hackman
Unforgiven,Morgan Freeman
Manderlay,Bryce Dallas Howard
Manderlay,Isaach De Bankolé
Manderlay,Danny Glover
Slumdog Millionaire,Dev Patel
Slumdog Millionaire,Freida Pinto
Slumdog Millionaire,Anil Kapoor
Fatal Attraction,Michael Douglas
Fatal Attraction,Glenn Close
Fatal Attraction,Anne Archer
Pretty Woman,Julia Roberts
Pretty Woman,Richard Gere
Pretty Woman,Ralph Bellamy
Crocodile Dundee II,Paul Hogan
Crocodile Dundee II,Linda Kozlowski
Crocodile Dundee II,John Meillon
Broken Horses,María Valverde
Broken Horses,Vincent D'Onofrio
Broken Horses,Thomas Jane
Born on the Fourth of July,Tom Cruise
Born on the Fourth of July,Raymond J. Barry
Born on the Fourth of July,Caroline Kava
Cool Runnings,Leon Robinson
Cool Runnings,Doug E. Doug
Cool Runnings,Rawle D. Lewis
My Bloody Valentine,Jensen Ackles
My Bloody Valentine,Jaime King
My Bloody Valentine,Kerr Smith
Stomp the Yard,Columbus Short
Stomp the Yard,Meagan Good
Stomp the Yard,Ne-Yo
The Spy Who Loved Me,Roger Moore
The Spy Who Loved Me,Barbara Bach
The Spy Who Loved Me,Curd Jürgens
Urban Legend,Alicia Witt
Urban Legend,Jared Leto
Urban Legend,Rebecca Gayheart
Good Deeds,Tyler Perry
Good Deeds,Phylicia Rashād
Good Deeds,Thandie Newton
White Fang,Klaus Maria Brandauer
White Fang,Ethan Hawke
White Fang,Seymour Cassel
Superstar,Molly Shannon
Superstar,Will Ferrell
Superstar,Elaine Hendrix
The Iron Lady,Meryl Streep
The Iron Lady,Anthony Stewart Head
The Iron Lady,Harry Lloyd
Jonah: A VeggieTales Movie,Phil Vischer
Jonah: A VeggieTales Movie,Mike Nawrocki
Jonah: A VeggieTales Movie,Tim Hodge
Poetic Justice,Janet Jackson
Poetic Justice,Tupac Amaru Shakur
Poetic Justice,Regina King
All About the Benjamins,Ice Cube
All About the Benjamins,Mike Epps
All About the Benjamins,Tommy Flanagan
Vampire in Brooklyn,Eddie Murphy
Vampire in Brooklyn,Angela Bassett
Vampire in Brooklyn,Allen Payne
Exorcist II: The Heretic,Linda Blair
Exorcist II: The Heretic,Richard Burton
Exorcist II: The Heretic,Louise Fletcher
An American Haunting,Donald Sutherland
An American Haunting,Sissy Spacek
An American Haunting,James D'Arcy
My Boss's Daughter,Ashton Kutcher
My Boss's Daughter,Tara Reid
My Boss's Daughter,Andy Richter
A Perfect Getaway,Milla Jovovich
A Perfect Getaway,Timothy Olyphant
A Perfect Getaway,Steve Zahn
Our Family Wedding,Forest Whitaker
Our Family Wedding,America Ferrera
Our Family Wedding,Carlos Mencia
Dead Man on Campus,Tom Everett Scott
Dead Man on Campus,Mark-Paul Gosselaar
Dead Man on Campus,Poppy Montgomery
Tea with Mussolini,Cher
Tea with Mussolini,Judi Dench
Tea with Mussolini,Joan Plowright
Thinner,Robert John Burke
Thinner,Joe Mantegna
Thinner,Lucinda Jenney
"New York, New York",Liza Minnelli
"New York, New York",Robert De Niro
"New York, New York",Lionel Stander
Crooklyn,Alfre Woodard
Crooklyn,Delroy Lindo
Crooklyn,David Patrick Kelly
I Think I Love My Wife,Chris Rock
I Think I Love My Wife,Kerry Washington
I Think I Love My Wife,Gina Torres
Jason X,Kane Hodder
Jason X,Lexa Doig
Jason X,Chuck Campbell
Bobby,Anthony Hopkins
Bobby,Heather Graham
Bobby,Ashton Kutcher
Head Over Heels,Monica Potter
Head Over Heels,Freddie Prinze Jr.
Head Over Heels,Shalom Harlow
Fun Size,Victoria Justice
Fun Size,Jackson Nicoll
Fun Size,Chelsea Handler
The Diving Bell and the Butterfly,Mathieu Amalric
The Diving Bell and the Butterfly,Emmanuelle Seigner
The Diving Bell and the Butterfly,Marie-Josée Croze
Little Children,Kate Winslet
Little Children,Patrick Wilson
Little Children,Jennifer Connelly
Gossip,Joshua Jackson
Gossip,James Marsden
Gossip,Kate Hudson
A Walk on the Moon,Diane Lane
A Walk on the Moon,Viggo Mortensen
A Walk on the Moon,Liev Schreiber
Catch a Fire,Tim Robbins
Catch a Fire,Derek Luke
Catch a Fire,Bonnie Henna
Soul Survivors,Eliza Dushku
Soul Survivors,Melissa Sagemiller
Soul Survivors,Wes Bentley
Jefferson in Paris,Nick Nolte
Jefferson in Paris,Greta Scacchi
Jefferson in Paris,Thandie Newton
Easy Virtue,Jessica Biel
Easy Virtue,Ben Barnes
Easy Virtue,Kristin Scott Thomas
Caravans,Anthony Quinn
Caravans,Jennifer O'Neill
Caravans,Michael Sarrazin
Mr. Turner,Timothy Spall
Mr. Turner,Dorothy Atkinson
Mr. Turner,Marion Bailey
Wild Grass,André Dussollier
Wild Grass,Sabine Azéma
Wild Grass,Emmanuelle Devos
Amen.,Ulrich Tukur
Amen.,Mathieu Kassovitz
Amen.,Ulrich Mühe
Reign of Assassins,Michelle Yeoh
Reign of Assassins,Jung Woo-sung
Reign of Assassins,Wang Xue-qi
The Lucky Ones,Tim Robbins
The Lucky Ones,Rachel McAdams
The Lucky Ones,Michael Peña
Margaret,Anna Paquin
Margaret,Matt Damon
Margaret,Mark Ruffalo
Stan Helsing,Diora Baird
Stan Helsing,Leslie Nielsen
Stan Helsing,Steve Howey
Flipped,Madeline Carroll
Flipped,Callan McAuliffe
Flipped,Rebecca De Mornay
Brokeback Mountain,Heath Ledger
Brokeback Mountain,Jake Gyllenhaal
Brokeback Mountain,Randy Quaid
Clueless,Alicia Silverstone
Clueless,Stacey Dash
Clueless,Brittany Murphy
Far from Heaven,Julianne Moore
Far from Heaven,Dennis Quaid
Far from Heaven,Dennis Haysbert
Hot Tub Time Machine 2,Rob Corddry
Hot Tub Time Machine 2,Craig Robinson
Hot Tub Time Machine 2,Clark Duke
Quills,Geoffrey Rush
Quills,Kate Winslet
Quills,Joaquin Phoenix
Seven Psychopaths,Colin Farrell
Seven Psychopaths,Sam Rockwell
Seven Psychopaths,Woody Harrelson
The Caveman's Valentine,Samuel L. Jackson
The Caveman's Valentine,Colm Feore
The Caveman's Valentine,Ann Magnuson
Downfall,Bruno Ganz
Downfall,Alexandra Maria Lara
Downfall,Corinna Harfouch
The Sea Inside,Javier Bardem
The Sea Inside,Belén Rueda
The Sea Inside,Lola Dueñas
Under the Skin,Scarlett Johansson
Under the Skin,Kryštof Hádek
Under the Skin,Paul Brannigan
"Good Morning, Vietnam",Robin Williams
"Good Morning, Vietnam",Forest Whitaker
"Good Morning, Vietnam",Tung Thanh Tran
The Last Godfather,Harvey Keitel
The Last Godfather,Jason Mewes
The Last Godfather,Blake Clark
Justin Bieber: Never Say Never,Justin Bieber
Justin Bieber: Never Say Never,Miley Cyrus
Justin Bieber: Never Say Never,Usher Raymond
Black Swan,Natalie Portman
Black Swan,Mila Kunis
Black Swan,Vincent Cassel
The Godfather: Part II,Al Pacino
The Godfather: Part II,Robert Duvall
The Godfather: Part II,Diane Keaton
Save the Last Dance,Julia Stiles
Save the Last Dance,Sean Patrick Thomas
Save the Last Dance,Kerry Washington
A Nightmare on Elm Street 4: The Dream Master,Robert Englund
A Nightmare on Elm Street 4: The Dream Master,Tuesday Knight
A Nightmare on Elm Street 4: The Dream Master,Ken Sagoes
Miracles from Heaven,Jennifer Garner
Miracles from Heaven,Kylie Rogers
Miracles from Heaven,Martin Henderson
"Dude, Where’s My Car?",Ashton Kutcher
"Dude, Where’s My Car?",Seann William Scott
"Dude, Where’s My Car?",Kristy Swanson
Young Guns,Emilio Estevez
Young Guns,Kiefer Sutherland
Young Guns,Lou Diamond Phillips
St. Vincent,Bill Murray
St. Vincent,Melissa McCarthy
St. Vincent,Naomi Watts
About Last Night,Kevin Hart
About Last Night,Michael Ealy
About Last Night,Regina Hall
10 Things I Hate About You,Heath Ledger
10 Things I Hate About You,Julia Stiles
10 Things I Hate About You,Joseph Gordon-Levitt
The New Guy,DJ Qualls
The New Guy,Eliza Dushku
The New Guy,Zooey Deschanel
National Lampoon's Loaded Weapon 1,Emilio Estevez
National Lampoon's Loaded Weapon 1,Samuel L. Jackson
National Lampoon's Loaded Weapon 1,Jon Lovitz
The Shallows,Blake Lively
The Shallows,Óscar Jaenada
The Shallows,Angelo Josue Lozano Corzo
The Butterfly Effect,Ashton Kutcher
The Butterfly Effect,Melora Walters
The Butterfly Effect,Amy Smart
Snow Day,Chevy Chase
Snow Day,Chris Elliott
Snow Day,Jean Smart
This Christmas,Loretta Devine
This Christmas,Delroy Lindo
This Christmas,Idris Elba
Baby Geniuses,Kathleen Turner
Baby Geniuses,Christopher Lloyd
Baby Geniuses,Kim Cattrall
The Big Hit,Mark Wahlberg
The Big Hit,Lou Diamond Phillips
The Big Hit,Christina Applegate
Harriet the Spy,Michelle Trachtenberg
Harriet the Spy,Rosie O'Donnell
Harriet the Spy,J. Smith-Cameron
Child's Play 2,Alex Vincent
Child's Play 2,Jenny Agutter
Child's Play 2,Gerrit Graham
No Good Deed,Idris Elba
No Good Deed,Taraji P. Henson
No Good Deed,Leslie Bibb
The Mist,Thomas Jane
The Mist,Marcia Gay Harden
The Mist,Laurie Holden
Ex Machina,Domhnall Gleeson
Ex Machina,Alicia Vikander
Ex Machina,Oscar Isaac
Being John Malkovich,John Cusack
Being John Malkovich,Cameron Diaz
Being John Malkovich,Catherine Keener
Two Can Play That Game,Vivica A. Fox
Two Can Play That Game,Morris Chestnut
Two Can Play That Game,Anthony Anderson
Earth to Echo,Teo Halm
Earth to Echo,Astro
Earth to Echo,Resse Hartwig
Crazy/Beautiful,Kirsten Dunst
Crazy/Beautiful,Jay Hernandez
Crazy/Beautiful,Bruce Davison
Letters from Iwo Jima,Ken Watanabe
Letters from Iwo Jima,Kazunari Ninomiya
Letters from Iwo Jima,Tsuyoshi Ihara
The Astronaut Farmer,Billy Bob Thornton
The Astronaut Farmer,Virginia Madsen
The Astronaut Farmer,Max Thieriot
Woo,Jada Pinkett Smith
Woo,Tommy Davidson
Woo,Duane Martin
Room,Brie Larson
Room,Jacob Tremblay
Room,Joan Allen
Dirty Work,Norm Macdonald
Dirty Work,Artie Lange
Dirty Work,Jack Warden
Serial Mom,Kathleen Turner
Serial Mom,Sam Waterston
Serial Mom,Ricki Lake
Dick,Kirsten Dunst
Dick,Michelle Williams
Dick,Will Ferrell
Light It Up,Usher Raymond
Light It Up,Vanessa Williams
Light It Up,Forest Whitaker
54,Ryan Phillippe
54,Salma Hayek
54,Breckin Meyer
Bubble Boy,Jake Gyllenhaal
Bubble Boy,Swoosie Kurtz
Bubble Boy,Marley Shelton
Birthday Girl,Nicole Kidman
Birthday Girl,Ben Chaplin
Birthday Girl,Vincent Cassel
21 & Over,Miles Teller
21 & Over,Skylar Astin
21 & Over,Justin Chon
"Paris, je t'aime",Steve Buscemi
"Paris, je t'aime",Natalie Portman
"Paris, je t'aime",Willem Dafoe
Resurrecting the Champ,Samuel L. Jackson
Resurrecting the Champ,Josh Hartnett
Resurrecting the Champ,Alan Alda
Admission,Tina Fey
Admission,Paul Rudd
Admission,Michael Sheen
The Widow of Saint-Pierre,Daniel Auteuil
The Widow of Saint-Pierre,Emir Kusturica
The Widow of Saint-Pierre,Juliette Binoche
Chloe,Julianne Moore
Chloe,Liam Neeson
Chloe,Amanda Seyfried
Faithful,Cher
Faithful,Chazz Palminteri
Faithful,Ryan O'Neal
Find Me Guilty,Vin Diesel
Find Me Guilty,Alex Rocco
Find Me Guilty,Frank Pietrangolare
The Perks of Being a Wallflower,Logan Lerman
The Perks of Being a Wallflower,Emma Watson
The Perks of Being a Wallflower,Ezra Miller
Excessive Force,Thomas Ian Griffith
Excessive Force,Lance Henriksen
Excessive Force,James Earl Jones
Infamous,Sigourney Weaver
Infamous,Toby Jones
Infamous,Gwyneth Paltrow
The Claim,Peter Mullan
The Claim,Milla Jovovich
The Claim,Wes Bentley
The Vatican Tapes,Olivia Taylor Dudley
The Vatican Tapes,Michael Peña
The Vatican Tapes,Djimon Hounsou
Attack the Block,Nick Frost
Attack the Block,Jodie Whittaker
Attack the Block,John Boyega
In the Land of Blood and Honey,Zana Marjanović
In the Land of Blood and Honey,Goran Kostić
In the Land of Blood and Honey,Branko Đurić
The Call,Halle Berry
The Call,Abigail Breslin
The Call,Morris Chestnut
Operation Chromite,Lee Jung-jae
Operation Chromite,Liam Neeson
Operation Chromite,Lee Beom-soo
The Crocodile Hunter: Collision Course,Steve Irwin
The Crocodile Hunter: Collision Course,Terri Irwin
The Crocodile Hunter: Collision Course,Magda Szubanski
I Love You Phillip Morris,Jim Carrey
I Love You Phillip Morris,Ewan McGregor
I Love You Phillip Morris,Leslie Mann
Quest for Fire,Everett McGill
Quest for Fire,Ron Perlman
Quest for Fire,Nicholas Kadi
Antwone Fisher,Derek Luke
Antwone Fisher,Malcolm David Kelley
Antwone Fisher,Cory Hodges
The Emperor's Club,Kevin Kline
The Emperor's Club,Emile Hirsch
The Emperor's Club,Embeth Davidtz
True Romance,Christian Slater
True Romance,Patricia Arquette
True Romance,Michael Rapaport
Womb,Eva Green
Womb,Matt Smith
Womb,Lesley Manville
Glengarry Glen Ross,Al Pacino
Glengarry Glen Ross,Jack Lemmon
Glengarry Glen Ross,Alec Baldwin
The Killer Inside Me,Casey Affleck
The Killer Inside Me,Kate Hudson
The Killer Inside Me,Jessica Alba
Cat People,Nastassja Kinski
Cat People,Malcolm McDowell
Cat People,John Heard
Sorority Row,Rumer Willis
Sorority Row,Briana Evigan
Sorority Row,Jamie Chung
The Prisoner of Zenda,Ronald Colman
The Prisoner of Zenda,Madeleine Carroll
The Prisoner of Zenda,Raymond Massey
Lars and the Real Girl,Ryan Gosling
Lars and the Real Girl,Emily Mortimer
Lars and the Real Girl,Paul Schneider
